[Thu Dec  4 09:09:44.957 2008] 0.018 sec [ext/2/rel 0 (0,15)] [*] alvaro @status NOT LIKE 'pendiente'
[Thu Dec  4 11:50:19.512 2008] 0.001 sec [ext/2/rel 1 (0,20)] [*] "*K00700*" @status terminada
[Thu Dec  4 11:50:23.553 2008] 0.001 sec [ext/2/rel 5 (0,20)] [*] "*K007*" @status terminada
[Fri Dec  5 00:34:11.517 2008] 0.057 sec [ext/2/rel 216 (0,20)] [*] "*k00*" @status terminada
[Fri Dec  5 00:34:26.141 2008] 0.022 sec [ext/2/rel 20 (0,20)] [*] "*peluche*" @status terminada
[Fri Dec  5 00:34:37.515 2008] 0.020 sec [ext/2/rel 1 (0,20)] [*] "*line-*" @status terminada
[Fri Dec  5 00:34:43.839 2008] 0.001 sec [ext/2/rel 20 (0,20)] [*] "*peluche*" @status terminada
[Fri Dec  5 00:34:54.283 2008] 0.023 sec [ext/2/rel 1 (0,20)] [*] "*fashion bear*" @status terminada
[Fri Dec  5 00:42:02.381 2008] 0.001 sec [ext/2/rel 216 (0,15)] [*] "*k00*" @status terminada
[Fri Dec  5 00:42:14.700 2008] 0.012 sec [ext/2/rel 0 (0,15)] [*] "*superman*" @status terminada
[Fri Dec  5 00:43:28.847 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:29.059 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:29.141 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:29.223 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:29.305 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:29.387 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:29.468 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:29.548 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:29.625 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:29.704 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:29.782 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:29.869 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:29.947 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:30.027 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:30.111 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:30.192 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:30.270 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:30.467 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:30.703 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:30.940 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:31.179 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:31.424 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:31.714 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:31.962 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:32.202 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:32.445 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:32.687 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:33.034 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:33.353 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:33.594 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:33.893 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:34.189 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:34.492 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:34.793 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:35.093 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:35.532 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:35.833 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:36.139 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:36.439 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:36.738 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:37.050 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
[Fri Dec  5 00:43:37.351 2008] 0.000 sec [scan/2/rel 1 (0,20)] [product_core] 
